property_id,county_fips_code,county,congressional_district_code,municipality_name,hud_property_name,property_street_address,city,state,zip_code,units,property_category_name,owner_organization_name,owner_address,owner_phone,owner_type,owner_effective_date,owner_id,property_manager_name,property_manager_company,property_manager_address,property_manager_phone,property_manager_email,property_manager_type,servicing_site_name
800430947,42003,Allegheny,15,Jefferson Hills,Mauna Loa Macadamia Nut Corp.,64 Connecticut Square,Bakersfield,PA,68809,14,Insured-Unsubsidized,Housing Authority of Dravosburg,"375 Marview Glen, Barstow, NY 39226",(412) 133-4517,Profit Motivated,1987-11-05,106110,Leia Lara,First Choice Yard Help,483 Hazelwood Ferry,(412) 171-6596,sbjct1837@example.org,Non-Profit,Baltimore
800679400,42003,Allegheny,17,Green Tree,Gemini Sound Products,164 Dr Carlton B Goodlett Bend,Cleburne,PA,10606,440,Insured-Subsidized,Housing Authority of Liberty,"1026 Attridge Gardens, Casa Grande, IN 67689",(412) 928-1923,Limited Dividend,2020-04-19,286335,Melia Guy,Jimmy John's,1024 Gold Mine Cove,(412) 519-7647,custom2032@outlook.com,Limited Dividend,Baltimore
800683810,42003,Allegheny,14,Castle Shannon,"Springfield Armory, Inc.",1081 Hooker Gardens,Jeffersonville,PA,71208,432,Insured-Unsubsidized,Housing Authority of Rosslyn Farms,"1321 Garfield Manor, Loves Park, MN 43402",(412) 756-9162,Non-Profit,2015-09-01,49859,Lorita Sullivan,AOL,552 Chester Highway,(412) 411-7579,associated1826@yahoo.com,Limited Dividend,OHP
800462698,42003,Allegheny,15,Aspinwall,950 Hollywood Loop,1074 Grafton Expressway,Simi Valley,PA,36507,418,Insured-Unsubsidized,Housing Authority of Stowe,"299 Napoleon Crossing, Rock Springs, FL 10071",(412) 139-9820,Limited Dividend,1981-04-11,141616,Krystin Schwartz,Precision Castparts Corporation,845 Sergeant John V Young Loop,(412) 820-0477,viewers1870@live.com,Profit Motivated,Pittsburgh
800658832,42003,Allegheny,12,Marshall,Bristol-Myers Squibb,173 Hooker Landing,Santa Fe,PA,29562,59,Insured-Unsubsidized,Housing Authority of Marshall,"1358 Isola Trail, Decatur, OH 99406",(412) 989-5899,Limited Dividend,1969-10-13,90783,Kenneth Castaneda,Garden Master,736 Melrose Lake,(412) 397-3688,freedom1970@protonmail.com,Limited Dividend,OHP
800850485,42003,Allegheny,13,Turtle Creek,571 Pershing Pike,489 Birchwood Trail,Coachella,PA,54730,121,Insured-Unsubsidized,Housing Authority of Dravosburg,"1297 Rutland Creek, Moscow, GA 62846",(412) 424-5515,Limited Dividend,1978-03-11,216240,Bryan Castro,Frontier Airlines,255 Hester Cove,(412) 080-4064,scholar1843@example.org,Non-Profit,OHP
800120936,42003,Allegheny,16,Findlay,1125 Visitacion Bend,1250 Fell Grove,Hoboken,PA,47432,393,Insured-Unsubsidized,Housing Authority of Wall,"789 Stoneridge Trace, Oak Park, VA 27734",(412) 575-5309,Profit Motivated,2015-08-12,405635,Deedee Ray,The Polka Dot Bear Tavern,1147 Beachmont Route,(412) 510-8335,tapes1835@yandex.com,Profit Motivated,Baltimore
800210583,42003,Allegheny,16,North Braddock,884 Charles J Brenham Parkway,1355 Cordelia Mews,Turlock,PA,79322,440,Insured-Unsubsidized,Housing Authority of Aspinwall,"179 Alana Park, Plattsburgh, MO 73797",(412) 245-9954,Non-Profit,1980-06-19,238084,Hilaria Glover,Greyvoid,1229 Leidesdorff Rapids,(412) 158-6373,heel1830@example.com,Profit Motivated,Pittsburgh
800097409,42003,Allegheny,18,Carnegie,Aflac,1201 Trinity Avenue,Carmel,PA,07207,150,Insured-Unsubsidized,Housing Authority of Sharpsburg,"1334 Avenue M Bypass, Tallmadge, NV 12555",(412) 048-0714,Limited Dividend,1982-12-20,63981,Leana Riggs,Best Biz Survis,1033 Cambridge Center,(412) 061-1284,guy1860@yandex.com,Profit Motivated,Pittsburgh
800146216,42003,Allegheny,13,Wall,Hastings Entertainment,991 Owen Path,Norwood,PA,89042,309,Insured-Unsubsidized,Housing Authority of Kennedy,"822 Lower Fort Mason Freeway, Sayreville, ME 07645",(412) 677-6313,Limited Dividend,1974-06-29,56658,Tova Roberts,Realty Solution,1251 Andrew Junction,(412) 607-4837,gains2070@duck.com,Non-Profit,Baltimore
800916080,42003,Allegheny,18,Emsworth,The Hertz Corporation,1168 Mullen Path,Wheaton,PA,33362,6,Insured-Subsidized,Housing Authority of East McKeesport,"519 Leavenworth Walk, Pomona, NJ 02631",(412) 634-2040,Profit Motivated,1974-03-05,368325,Aldo Conway,Wheeling-Pittsburgh Steel,65 Cleo Rand Center,(412) 867-1303,rim2049@outlook.com,Non-Profit,Baltimore
800254019,42003,Allegheny,15,Collier,Hawaiian Airlines,933 Rizal Creek,North Little Rock,PA,83671,204,Insured-Unsubsidized,Housing Authority of East McKeesport,"405 Dorcas Glen, Grayslake, TX 22178",(412) 967-0252,Profit Motivated,1964-02-06,309346,Khadijah Young,The Goose and Duck,326 Wilson Circle,(412) 460-8732,single1866@yandex.com,Limited Dividend,Baltimore
800598198,42003,Allegheny,16,Reserve,437 Lane Pike,1020 Barcelona Green,McMinnville,PA,66162,86,Insured-Subsidized,Housing Authority of Dravosburg,"1221 Acacia Viaduct, Turlock, OR 13271",(412) 732-4817,Profit Motivated,1983-08-02,158384,Claudio Campbell,America Online,906 Woodside Creek,(412) 612-9694,confirmed1925@live.com,Non-Profit,OHP
800456832,42003,Allegheny,15,Stowe,1240 Weston Highway,860 Kronquist Court,Detroit,PA,38625,102,Insured-Unsubsidized,Housing Authority of Leetsdale,"379 Perimeter Expressway, Keene, LA 07750",(412) 280-2964,Non-Profit,2009-03-18,38950,Joe Coffey,Pizza Hut,1236 Buchanan Terrace,(412) 440-3132,vocational1891@outlook.com,Non-Profit,Pittsburgh
800034136,42003,Allegheny,12,Fawn,Express Merchant Service,371 Owen Motorway,Maryland Heights,PA,52295,463,Insured-Unsubsidized,Housing Authority of Ingram,"719 Ada Field, Green Bay, UT 44075",(412) 687-2866,Non-Profit,2020-06-06,168334,Michael Raymond,Chugach Alaska Corporation,461 Exposition Gardens,(412) 114-3823,getting1834@gmail.com,Limited Dividend,Pittsburgh
800125678,42003,Allegheny,17,Churchill,1065 Santos Route,1261 Troy Turnpike,Fountain Hills,PA,59621,472,Insured-Unsubsidized,Housing Authority of North Fayette,"124 Avenue N Rapids, New Orleans, TX 45649",(412) 239-8904,Non-Profit,1968-09-09,367035,Jimmie Romero,Gas Depot,544 Quickstep Place,(412) 182-3609,maternity2032@protonmail.com,Profit Motivated,Pittsburgh
800658268,42003,Allegheny,14,Brackenridge,Nordstrom,431 Boynton Route,Trotwood,PA,64008,160,Insured-Subsidized,Housing Authority of Turtle Creek,"865 Macedonia Run, Green, OH 00366",(412) 522-9680,Non-Profit,1964-01-20,395603,Ardelia Fitzpatrick,United Technologies,1335 Sibley Point,(412) 638-9653,syndicate1807@example.org,Limited Dividend,Pittsburgh
800621712,42003,Allegheny,14,Bradford Woods,962 Evans Gardens,769 Clover Trail,Cedar Park,PA,94209,257,Insured-Subsidized,Housing Authority of Braddock Hills,"842 Esmeralda Highway, Hagerstown, IA 94687",(412) 526-1418,Limited Dividend,1988-12-17,62207,Numbers Watson,American Eagle Outfitters,443 Seacliff Mall,(412) 236-4001,eco1943@yandex.com,Non-Profit,Baltimore
800315832,42003,Allegheny,14,Indiana,Omni Architectural Designs,367 Cuesta Row,Salinas,PA,48316,326,Insured-Subsidized,Housing Authority of Edgewood,"140 Colonial Grove, Hawthorne, WV 10822",(412) 133-4218,Limited Dividend,1965-10-15,50641,Man Schwartz,Hi-Point Firearms,290 Minna Stravenue,(412) 966-0417,ceramic1945@outlook.com,Profit Motivated,Pittsburgh
800074287,42003,Allegheny,15,Carnegie,Eastman Chemical Company,1087 Storrie Run,Norwalk,PA,42305,15,Insured-Subsidized,Housing Authority of Millvale,"318 Danton Bayou, Harvey, GA 09744",(412) 902-5795,Non-Profit,2019-02-26,294375,Parker Reilly,Baxter International,1399 Payson Street,(412) 460-2207,backing1893@example.org,Limited Dividend,OHP
800193255,42003,Allegheny,18,Stowe,Multi-Systems Merchant Services,346 Laura Lake,Idaho Falls,PA,34349,35,Insured-Unsubsidized,Housing Authority of McKees Rocks,"1250 Muir Estate, Lumberton, IN 80242",(412) 378-3794,Profit Motivated,1967-07-17,76500,Norberto Reyes,Destiny Planners,1218 Ventura Lodge,(412) 278-7482,universities2013@yandex.com,Limited Dividend,OHP
800619304,42003,Allegheny,14,Cheswick,Dippin' Dots,1295 Brown Freeway,Blacksburg,PA,06339,407,Insured-Subsidized,Housing Authority of Versailles,"407 Third Stravenue, Fountain, SC 63591",(412) 113-1048,Non-Profit,1980-09-06,248913,Reggie Brock,Planetbiz,989 Sonoma Canyon,(412) 237-2095,goal2088@live.com,Profit Motivated,Pittsburgh
800548755,42003,Allegheny,17,Collier,BJ Services Company,1298 Sixth Canyon,Keene,PA,62940,45,Insured-Subsidized,Housing Authority of Ohio,"819 Harold Crescent, University City, PA 19467",(412) 845-1781,Profit Motivated,1986-10-06,120749,Collin Bailey,Matrix Architectural Service,827 Campus Lake,(412) 825-0918,burke1978@example.org,Non-Profit,Baltimore
800006097,42003,Allegheny,15,Crafton,Lumencraft,431 Wool Crossing,New Iberia,PA,07115,388,Insured-Unsubsidized,Housing Authority of Aspinwall,"510 Blackstone Bypass, Syracuse, UT 54933",(412) 748-2171,Limited Dividend,2012-12-22,404180,Rosana Kerr,Arctic Cat,731 Granada Boulevard,(412) 294-7341,demonstrate2037@gmail.com,Non-Profit,Pittsburgh
800216815,42003,Allegheny,15,Millvale,Grass Roots Yard Services,544 Bucareli Trail,Nashville,PA,93548,463,Insured-Unsubsidized,Housing Authority of Leet,"549 Griffith Route, Rockford, NY 43424",(412) 654-1316,Limited Dividend,2016-07-13,361141,Victor Sanders,The Weinstein Company,200 Hamerton Lane,(412) 864-3814,night1955@gmail.com,Non-Profit,OHP
800936792,42003,Allegheny,13,Dormont,The Independent Planners,637 Bowdoin Point,Elyria,PA,55732,157,Insured-Unsubsidized,Housing Authority of Monroeville,"1011 Portola Cove, Prichard, OR 55855",(412) 740-4352,Non-Profit,2011-07-28,124926,Refugio Foster,Home Depot,1205 Edward Lane,(412) 934-4109,charleston1995@duck.com,Limited Dividend,Baltimore
800565037,42003,Allegheny,14,Coraopolis,MCI Inc.,1096 Hansen Creek,Goose Creek,PA,48383,4,Insured-Unsubsidized,Housing Authority of Oakmont,"953 Seal Cove Spur, Keizer, LA 43039",(412) 342-9426,Limited Dividend,2006-02-28,24336,Craig Hess,"PalmOne, Inc.",1330 Blandy Junction,(412) 516-1941,hidden1915@outlook.com,Profit Motivated,Pittsburgh
800983934,42003,Allegheny,16,Bell Acres,255 Cottonwood Garden,151 Old Harford Parkway,Sunnyvale,PA,30991,96,Insured-Unsubsidized,Housing Authority of West View,"979 Nellie Cove, Brentwood, MS 74138",(412) 426-4164,Limited Dividend,1971-04-27,137812,Sari Bolton,Arryx,528 Cole Drive,(412) 337-4446,roll2005@yandex.com,Non-Profit,Baltimore
800990687,42003,Allegheny,17,Fox Chapel,Friendly Advice,1129 Mount Vernon Alley,Lindenwold,PA,87807,1,Insured-Subsidized,Housing Authority of East McKeesport,"209 Chestnut Crossing, Royal Palm Beach, NE 83881",(412) 946-2693,Profit Motivated,1966-01-11,21821,Ashlyn Walker,Stratabiz,972 Longview Lake,(412) 599-7868,betty2031@live.com,Profit Motivated,Baltimore
800677153,42003,Allegheny,18,Port Vue,Garmin,732 San Antonio Spur,Papillion,PA,77087,455,Insured-Unsubsidized,Housing Authority of Churchill,"129 Pinehurst Annex, Summit, AZ 74501",(412) 814-5039,Limited Dividend,2001-12-29,144847,Dusty Elliott,Bosch Brewing Company,1283 Friendship Cove,(412) 864-7076,courses2081@yahoo.com,Non-Profit,OHP
800178011,42003,Allegheny,17,Bell Acres,Konsili,411 Scotland Boulevard,Gardena,PA,92271,258,Insured-Subsidized,Housing Authority of Plum,"419 Sixth Lane, Sedalia, IN 67228",(412) 828-4910,Non-Profit,1984-07-11,18607,Modesto Farley,Architectural Genie,734 Market Creek,(412) 361-1670,modem2010@yandex.com,Profit Motivated,Baltimore
800485842,42003,Allegheny,15,Whitehall,Omnicare,1399 Forest Hill Route,High Point,PA,55517,175,Insured-Unsubsidized,Housing Authority of Scott,"1336 Langdon Station, Newburyport, FL 31964",(412) 022-8405,Limited Dividend,1984-01-31,323770,Shanel Payne,System Star Solutions,355 Santa Cruz Lodge,(412) 232-3761,addiction2016@example.org,Non-Profit,OHP
800693998,42003,Allegheny,13,Shaler,Regis Corporation,1050 Wallace Hill,Duncan,PA,68362,28,Insured-Unsubsidized,Housing Authority of Millvale,"346 Waldo Bypass, Rocklin, WV 25367",(412) 389-3279,Non-Profit,1989-03-30,200996,Blair Luna,Maxaprofit,874 Mateo Plaza,(412) 737-4710,traveling2006@gmail.com,Non-Profit,OHP
800249899,42003,Allegheny,17,East Deer,406 Chinook Bayou,512 Hare Highway,Libertyville,PA,06967,104,Insured-Subsidized,Housing Authority of ,"717 Germania Center, Mentor, ID 99437",(412) 980-2605,Profit Motivated,2000-12-04,77528,Tobias Mccray,Circuit Design,732 Langdon Place,(412) 114-3701,cancer2064@yahoo.com,Profit Motivated,Baltimore
800568041,42003,Allegheny,15,Mt Lebanon,656 Selma Manor,658 Music Concourse Access Spur,Fort Walton Beach,PA,53106,499,Insured-Subsidized,Housing Authority of Blawnox,"1290 Webster Annex, Utica, HI 50218",(412) 994-7650,Profit Motivated,2006-08-13,41082,Krishna Hartman,Office Max,475 Guerrero Lodge,(412) 433-5247,classical2035@live.com,Non-Profit,Pittsburgh
800296141,42003,Allegheny,12,Braddock Hills,1305 La Grande Extension,799 Dedman Road,Lake Elsinore,PA,88654,286,Insured-Subsidized,Housing Authority of Dravosburg,"1231 Raleigh Rapids, East Chicago, AL 52122",(412) 053-3869,Limited Dividend,2014-04-14,261563,Jerlene Mccormick,OCZ Technology,1284 Industrial Court,(412) 960-3893,souls1904@example.com,Limited Dividend,Pittsburgh
800761674,42003,Allegheny,14,Bradford Woods,691 Varennes Bend,291 Guy Route,Winston-Salem,PA,42984,171,Insured-Unsubsidized,Housing Authority of Robinson,"1309 West View Court, Ithaca, MT 65769",(412) 731-4343,Non-Profit,1975-04-24,233560,Deandra Mann,Darden Restaurants,594 Blair Bridge,(412) 819-8573,bridges1904@outlook.com,Limited Dividend,OHP
800782635,42003,Allegheny,13,Homestead,FreeWave Technologies,382 Filbert Turnpike,East Chicago,PA,97587,500,Insured-Unsubsidized,Housing Authority of West Elizabeth,"1070 Oshaughnessy Hills, Birmingham, OK 98406",(412) 658-5641,Profit Motivated,1978-05-29,270155,Cathern Hahn,Verizon Wireless,983 Pagoda Pass,(412) 764-0122,freeware1935@gmail.com,Non-Profit,OHP
800273814,42003,Allegheny,15,Rankin,Prahject Planner,952 Van Dyke Highway,Stamford,PA,23467,418,Insured-Unsubsidized,Housing Authority of Wilkins,"976 Melrose Terrace, Napa, CT 08728",(412) 327-2732,Limited Dividend,2020-10-23,422031,Elly Mann,Salem Communications,863 Colonial Garden,(412) 999-8091,committee1850@protonmail.com,Non-Profit,Pittsburgh
800981363,42003,Allegheny,12,Coraopolis,486 Key Hill,326 Berkeley Boulevard,Edgewater,PA,28299,162,Insured-Subsidized,Housing Authority of Brentwood,"75 Terra Vista Row, Akron, NM 20987",(412) 844-6596,Non-Profit,1985-03-01,409792,Trent Walsh,STX,365 Matthew Creek,(412) 372-0464,gospel1837@example.org,Limited Dividend,OHP
800270891,42003,Allegheny,13,Cheswick,Apple Inc.,850 Cameron Freeway,Scarsdale,PA,34480,81,Insured-Subsidized,Housing Authority of Wilkinsburg,"27 Century Place, Salinas, ME 75180",(412) 658-6795,Profit Motivated,1969-08-27,305997,Malisa Hurley,DirecTV,1250 Eastwood Lane,(412) 877-9091,equations1811@example.com,Profit Motivated,Baltimore
800122521,42003,Allegheny,12,Wilkinsburg,Asbury Automotive Group,1164 Ellsworth Motorway,North Port,PA,70531,262,Insured-Unsubsidized,Housing Authority of East Deer,"1318 Nelson Parkway, Prior Lake, ND 72758",(412) 003-8329,Profit Motivated,1972-01-28,181392,Fredda Mckenzie,Riverdeep,1175 North 15Th Field,(412) 126-6732,agenda1809@yandex.com,Profit Motivated,Baltimore
800641438,42003,Allegheny,12,Mount Oliver,Bonanza Produce Stores,563 Daggett Trace,Palm Beach Gardens,PA,80932,418,Insured-Subsidized,Housing Authority of Churchill,"1182 Walbridge Ferry, Greer, NC 81220",(412) 370-4332,Non-Profit,1973-12-16,33206,Xuan Dickerson,YASH Technologies,267 De Wolf Glen,(412) 205-4108,nat1859@duck.com,Profit Motivated,Baltimore
800507306,42003,Allegheny,13,Frazer,838 Bellevue Park,858 Millwright Cottage Access Avenue,Miami Gardens,PA,00783,418,Insured-Subsidized,Housing Authority of Neville,"895 Eighth Bypass, Ontario, NJ 86396",(412) 504-0226,Limited Dividend,2015-01-11,235678,Quinn Pacheco,Xerox,1048 Moffitt Court,(412) 300-8838,face1911@gmail.com,Non-Profit,OHP
800777882,42003,Allegheny,17,,Brown-Forman Corporation,1283 Cyrus Mall,Loves Park,PA,44908,471,Insured-Unsubsidized,Housing Authority of Edgewood,"393 Gilbert Garden, Erie, ND 94318",(412) 816-3705,Limited Dividend,2016-04-06,397637,Tyree Morton,Columbia Pictures,841 Cloud Point,(412) 847-7554,move2082@outlook.com,Non-Profit,OHP
800749453,42003,Allegheny,17,Collier,1331 Sedgewick Manor,1253 Somerset Spur,Richardson,PA,07991,169,Insured-Subsidized,Housing Authority of Turtle Creek,"984 Turquoise Crescent, Baldwin Park, NH 80485",(412) 561-6630,Limited Dividend,2012-12-06,24481,Leigh Shannon,Forum Communications,84 Chumasero Crossing,(412) 192-9572,slides2029@example.com,Non-Profit,Pittsburgh
800232726,42003,Allegheny,14,Clairton,1016 Balboa Lake,1075 Euclid Drive,Oak Harbor,PA,18278,500,Insured-Unsubsidized,Housing Authority of Wilkinsburg,"466 Deming Highway, Manhattan Beach, NJ 07859",(412) 993-2228,Non-Profit,2013-02-15,7692,Merrill Daniel,Magna Architectural Design,77 Niantic Plaza,(412) 843-0013,inform2052@duck.com,Profit Motivated,Pittsburgh
800467576,42003,Allegheny,13,Bridgeville,509 Bemis Expressway,22 Oakhurst Extension,El Paso,PA,19247,480,Insured-Subsidized,Housing Authority of Scott,"1248 El Mirasol Landing, Monrovia, IA 02920",(412) 990-0539,Limited Dividend,1997-08-06,159608,Hermila Hull,AutoNation,679 Mansfield Freeway,(412) 002-6984,framed2057@live.com,Limited Dividend,Pittsburgh
800706253,42003,Allegheny,15,Edgeworth,The Flying Hippo,200 Jose Sarria Motorway,Hopewell,PA,77863,25,Insured-Subsidized,Housing Authority of Neville,"874 Water Pass, Houma, WA 24870",(412) 791-5959,Non-Profit,2018-01-15,70244,Shin Hobbs,Zoo York,180 Cora Gardens,(412) 287-3507,hormone1923@protonmail.com,Limited Dividend,Pittsburgh
800225961,42003,Allegheny,14,Springdale,1262 Bret Harte Ferry,708 Guttenberg Point,Rock Springs,PA,79068,412,Insured-Subsidized,Housing Authority of Moon,"945 Thorp Spur, League City, NC 29996",(412) 243-4649,Non-Profit,1999-01-31,51888,Sharee Schneider,Realty Solution,1040 Quane Boulevard,(412) 633-1731,chevrolet1900@gmail.com,Non-Profit,Pittsburgh
800222034,42003,Allegheny,16,McCandless,Adobe Systems Inc.,13 Trainor Heights,Statesboro,PA,33140,430,Insured-Unsubsidized,Housing Authority of Pittsburgh,"855 Burgoyne Freeway, Grandview, AR 22683",(412) 740-3766,Profit Motivated,2018-05-13,374631,Adam Walsh,Advanced Processing & Imaging,1040 Harlow Landing,(412) 628-8401,productive2078@yandex.com,Limited Dividend,OHP
800203510,42003,Allegheny,18,East Pittsburgh,990 Southwood Junction,536 Ver Mehr Court,Brigham City,PA,17785,370,Insured-Subsidized,Housing Authority of Ohio,"184 Annapolis Route, Covina, MS 17643",(412) 135-5955,Non-Profit,1966-02-18,42001,Valentine Camacho,Brightpoint,882 Hicks Path,(412) 509-8788,siemens1939@yahoo.com,Non-Profit,Baltimore
800167667,42003,Allegheny,17,Leetsdale,Vantec,856 Bonifacio Ranch,Hartford,PA,46798,106,Insured-Unsubsidized,Housing Authority of Port Vue,"720 Victoria Crescent, Dallas, AL 76524",(412) 720-8067,Non-Profit,2012-03-10,272199,Wendie Shelton,Gold Leaf Garden Management,310 Golden Creek,(412) 899-2924,tips1800@protonmail.com,Non-Profit,Pittsburgh
800631449,42003,Allegheny,15,Emsworth,Strategy Planner,76 Lilac Plaza,Buckeye,PA,70132,272,Insured-Subsidized,Housing Authority of North Fayette,"72 Lexington Lane, St. Cloud, ME 66357",(412) 315-3784,Non-Profit,1968-09-01,173042,Jarrett Nichols,Reliable Guidance,417 Skyview Field,(412) 638-5434,phenomenon2093@gmail.com,Limited Dividend,Pittsburgh
800456848,42003,Allegheny,12,Edgeworth,649 Converse Boulevard,537 Jack Micheline Circle,Pueblo,PA,13596,197,Insured-Subsidized,Housing Authority of Port Vue,"1304 San Luis Path, Gardner, IA 42953",(412) 184-8675,Profit Motivated,1986-01-21,83739,Tim Hunt,Hilton Hotels Corporation,1318 West View Ferry,(412) 404-3649,whatever2037@outlook.com,Profit Motivated,Pittsburgh
800112915,42003,Allegheny,12,Glen Osborne,303 Winn Grove,507 Sanches Pine,Blythe,PA,19012,17,Insured-Unsubsidized,Housing Authority of Springdale,"615 Robinhood Shore, Sheridan, NH 34157",(412) 467-5710,Profit Motivated,2015-02-22,195416,Patrina Gray,Salem Communications,315 The Block Lane,(412) 471-3774,disaster1944@yahoo.com,Profit Motivated,Baltimore
800416625,42003,Allegheny,12,Elizabeth,Altec Lansing,798 Arbor Motorway,Kiryas Joel,PA,59335,296,Insured-Subsidized,Housing Authority of Elizabeth,"902 Eugenia Circle, Hercules, NC 05360",(412) 054-7074,Non-Profit,1986-04-19,119406,Fred Clements,Landskip Yard Service,17 Joice Annex,(412) 580-5020,grab2027@example.org,Non-Profit,OHP
800941372,42003,Allegheny,14,Glen Osborne,Las Vegas Yard Management,1071 Medical Center Expressway,Woodstock,PA,58428,10,Insured-Subsidized,Housing Authority of Collier,"786 Mission Rock Heights, Suffolk, IA 24647",(412) 640-7665,Profit Motivated,2013-01-15,333373,Foster Decker,Kimberly-Clark,1392 Ezekiel Garden,(412) 793-9163,cadillac2032@example.com,Limited Dividend,OHP
800851863,42003,Allegheny,18,Harrison,Chicago Bridge & Iron Company,872 Monticello Manor,Fort Myers,PA,28067,495,Insured-Subsidized,Housing Authority of Stowe,"1241 Merrimac Place, Kalamazoo, IN 01994",(412) 647-2410,Non-Profit,2020-03-31,20843,Burt Atkinson,The Pink Pig Tavern,211 Seawell Center,(412) 369-3211,construct1878@gmail.com,Profit Motivated,OHP
800563723,42003,Allegheny,17,Robinson,Warner Bros. Entertainment,351 Teddy Mews,Yorkville,PA,34570,276,Insured-Unsubsidized,Housing Authority of Coraopolis,"744 Keppler Manor, Cooper City, HI 90671",(412) 858-3275,Non-Profit,1969-04-29,251229,Dede Valdez,Ideal Industries,1028 Marengo Center,(412) 040-4542,specifically2017@gmail.com,Non-Profit,Pittsburgh
800513107,42003,Allegheny,17,East Deer,924 Seward Junction,1357 Pierce Court,Lake Charles,PA,98406,428,Insured-Unsubsidized,Housing Authority of Lincoln,"954 Louisiana Hill, Myrtle Beach, VT 07479",(412) 716-9184,Profit Motivated,2018-10-13,30831,King Le,Progressive Corporation,888 Linares Landing,(412) 775-9372,ipaq1862@yandex.com,Limited Dividend,Pittsburgh
800269587,42003,Allegheny,12,Pine,372 Lurmont Terrace,750 Sibert Gardens,Shoreview,PA,69438,207,Insured-Subsidized,Housing Authority of North Fayette,"338 Foote Lake, Carlsbad, MS 06087",(412) 930-0615,Non-Profit,1999-03-13,301076,Stanford Moody,"Dell, Inc.",1196 Edward Park,(412) 353-2741,evolution1909@example.com,Non-Profit,Baltimore
800772820,42003,Allegheny,16,Heidelberg,Soyo Group,136 Wayland Crescent,Angleton,PA,67474,150,Insured-Subsidized,Housing Authority of North Versailles,"875 Castle Manor Terrace, Trussville, NY 22070",(412) 009-5219,Limited Dividend,1965-01-05,334113,Nicholle Mason,Acme Brick Company,1081 Cabrillo Crescent,(412) 399-9732,lately1810@live.com,Non-Profit,Baltimore
800730749,42003,Allegheny,15,North Fayette,Novell,1083 Appleton Crescent,Worcester,PA,56064,339,Insured-Subsidized,Housing Authority of Sewickley Heights,"207 Chesley Expressway, Barnstable Town, AR 04325",(412) 489-4467,Profit Motivated,2019-10-29,315704,Bernetta Mercer,Klipsch Audio Technologies,1253 Mcdonald Viaduct,(412) 226-8484,recipient1895@outlook.com,Limited Dividend,OHP
800489178,42003,Allegheny,14,McKeesport,306 Darien Loop,945 Alviso Cove,Pleasanton,PA,98627,481,Insured-Subsidized,Housing Authority of Ohio,"8 Miller Mews, Roy, HI 23670",(412) 935-8938,Profit Motivated,1997-03-08,408864,Kurtis William,The Spotted Cougar,420 Clearview Shore,(412) 362-3969,sampling1826@duck.com,Limited Dividend,Pittsburgh
800609625,42003,Allegheny,18,Elizabeth,Total Network Development,176 Ulloa Center,Conroe,PA,03824,122,Insured-Unsubsidized,Housing Authority of South Versailles,"347 Colin P Kelly Jr Terrace, Aliso Viejo, AZ 16310",(412) 441-5461,Limited Dividend,1970-04-13,325460,Buddy Sherman,AnaSpec,877 Bigelow Point,(412) 009-4430,dpi1862@yandex.com,Profit Motivated,Baltimore
800329706,42003,Allegheny,16,Pennsbury Village,780 Esquina Extension,420 Crisp Run,Pasco,PA,82745,109,Insured-Subsidized,Housing Authority of Oakmont,"1353 Day Place, Carlsbad, TX 53067",(412) 215-8019,Limited Dividend,1972-03-12,220365,Maurice Armstrong,Johnson Controls,265 Rankin Alley,(412) 999-5044,permitted2026@example.org,Non-Profit,Baltimore
800830865,42003,Allegheny,15,West Elizabeth,Jackpot Consultant,25 De Long Path,Kenosha,PA,10627,205,Insured-Unsubsidized,Housing Authority of Green Tree,"107 Homestead Walk, Pensacola, NC 11901",(412) 193-6360,Non-Profit,2009-12-25,33199,Eryn Atkinson,"Olan Mills, Inc.",1397 Santa Clara Shore,(412) 245-8208,loan2040@live.com,Limited Dividend,Pittsburgh
800016952,42003,Allegheny,13,Ben Avon Heights,282 Sedgewick Pine,1177 Alana Grove,Oswego,PA,39103,154,Insured-Subsidized,Housing Authority of Elizabeth,"561 Stoneybrook Bayou, St. Marys, MO 82374",(412) 492-6114,Profit Motivated,2015-04-20,315329,Jessika Gentry,General Mills,1276 Todd Manor,(412) 186-6550,magnificent1806@live.com,Limited Dividend,OHP
800648056,42003,Allegheny,16,Munhall,Subway,1326 Duncombe Crescent,Menlo Park,PA,67426,16,Insured-Subsidized,Housing Authority of Ingram,"379 Sonora Court, Beckley, VT 12672",(412) 500-5516,Non-Profit,1970-02-27,107385,Echo Burns,Rockwell Automation,142 Piedmont Landing,(412) 195-4891,drawn2087@example.com,Non-Profit,Baltimore
800810146,42003,Allegheny,18,Heidelberg,672 Avenue E Bayou,231 Pleasant Viaduct,Casselberry,PA,33486,372,Insured-Unsubsidized,Housing Authority of Munhall,"553 Sloan Pine, Lawton, WI 85260",(412) 794-4922,Profit Motivated,2006-01-27,279844,Carlyn Craft,Titania,1393 Mcdonald Terrace,(412) 204-0937,posted2086@yandex.com,Profit Motivated,Baltimore
